Entry,RbCtlR1,RbCtlR2,RbCtlR3,RbCtlR4,RbTrtR1,RbTrtR2,RbTrtR3,RbTrtR4,RbTrtR5,RbTrtR6,RbTrtR7,RnaCtlR1,RnaCtlR2,RnaCtlR3,RnaTrtR1,RnaTrtR2,RnaTrtR3,RnaTrtR4,RnaTrtR5,RnaTrtR6 
FBgn0030055,39,26,22,17,37,18,20,12,27,16,9,677,649,867,706,746,608,680,652,693
FBgn0030056,28,40,28,15,58,43,43,22,41,32,11,9681,8850,10459,8483,8312,8248,9549,9090,7901
FBgn0030057,117,152,164,100,184,109,150,77,133,90,84,871,875,970,1143,986,1016,1010,910,952
FBgn0027864,10,15,3,8,19,15,11,4,20,4,3,1199,1119,1208,990,978,879,1007,926,761
FBgn0030058,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
FBgn0041629,29,49,66,25,50,22,31,20,36,17,8,750,788,868,661,620,600,681,590,577
FBgn0030060,181,225,197,137,319,151,192,145,210,119,56,3622,3361,3971,3306,3291,3114,4078,3721,3213
FBgn0030061,515,715,812,317,825,458,573,399,669,438,339,4664,4173,5050,4739,4431,4332,5233,5058,4261
FBgn0027330,340,392,406,179,481,257,351,260,362,217,183,2461,2570,2832,3014,3178,2561,3082,2733,3016
FBgn0030063,101,187,173,72,248,103,165,68,161,95,82,2004,1857,2053,1771,1660,1596,1873,1761,1535
FBgn0026411,8,1,0,0,2,0,0,0,0,0,0,6,4,7,4,11,6,9,10,12
FBgn0030065,107,218,217,94,190,123,84,77,142,130,53,828,725,842,1291,1798,1378,1136,1228,1363
FBgn0011661,1415,2205,2208,975,2235,1323,1620,1104,1723,1020,664,20480,19581,22093,20430,21608,18936,20713,19755,19796
FBgn0030066,12,15,24,13,14,9,7,11,14,8,5,573,538,639,452,496,429,572,530,436
FBgn0030067,282,304,309,102,408,187,257,198,306,142,120,3829,3465,4167,3540,3642,3440,3952,3881,3561
FBgn0011586,60,84,85,32,113,63,100,55,69,58,34,8310,7751,8915,7417,6907,6814,7133,7154,6609
FBgn0261549,4,7,1,0,10,1,8,0,2,0,4,618,680,699,908,1007,840,853,821,949
FBgn0030071,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,4,1,4,3,3
FBgn0262900,0,0,0,0,1,1,2,0,0,0,0,3,2,4,4,3,4,3,7,8
FBgn0030073,3,2,3,0,0,2,2,1,0,0,0,235,210,301,284,239,256,347,353,231
FBgn0030074,0,0,0,0,0,0,1,0,0,0,0,15,18,14,30,14,16,22,15,6
FBgn0259734,124,207,136,107,189,71,102,38,110,47,38,10816,10719,12539,9113,9464,9091,11452,9918,9046
FBgn0030077,34,26,37,12,31,27,22,21,22,18,17,249,286,300,439,532,442,365,464,545
FBgn0030078,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,0
FBgn0265413,166,218,208,132,198,162,143,101,163,139,77,237,248,268,435,588,359,392,438,527
FBgn0030081,100,152,155,70,179,85,128,72,151,90,68,1983,1955,2299,2125,2070,1898,2265,2030,1936
FBgn0030082,104,140,124,54,121,64,112,67,86,51,34,2821,2545,3036,2095,2009,2029,2354,2222,1646
FBgn0052707,68,96,87,53,93,43,73,45,76,54,33,2538,2153,2720,2230,2188,2168,2682,2542,2124
FBgn0052708,124,181,149,101,201,147,190,135,215,102,123,768,755,821,733,676,636,696,644,554
FBgn0052706,3,1,4,0,0,0,0,3,1,0,2,4,5,5,6,6,7,5,11,5
FBgn0030085,0,0,0,0,3,0,0,3,0,0,0,2,1,2,10,10,3,4,7,3
FBgn0030086,1308,2156,1988,1143,2617,1465,1665,964,1486,975,719,37090,35330,40245,30919,32143,28914,39889,37274,34176
FBgn0030087,115,166,157,81,197,91,99,76,102,73,42,5630,5709,6563,5691,6079,5149,5937,5303,5662
FBgn0004856,204,278,277,151,330,181,227,184,215,133,82,7553,6469,7632,6126,5922,6127,7611,6917,5984
FBgn0030088,35,26,51,6,47,13,24,15,22,11,11,1972,1595,2072,1607,1479,1730,1977,1982,1618
FBgn0030089,282,377,407,178,377,169,266,152,284,152,120,7336,6929,8088,7048,7217,6578,8102,6814,6752
FBgn0030090,18,24,15,17,27,7,4,10,15,4,6,2781,2750,3163,2129,2042,1968,2423,2169,1828
FBgn0030091,161,152,204,87,179,102,120,97,135,119,54,1769,1863,2098,2008,2053,1950,2186,1926,1826
FBgn0030092,32,37,56,15,45,31,30,17,25,18,13,867,770,938,777,717,731,883,876,647
FBgn0030093,357,414,358,266,447,249,317,145,267,189,138,10631,9595,10895,8463,8018,8161,11905,8909,8032
FBgn0004828,3144,4816,5783,3015,5776,3399,4646,2555,4277,2772,2449,23561,23625,25290,25794,27146,23043,23458,23825,23176
FBgn0014868,282,446,471,265,594,373,380,234,377,273,146,5861,5692,6248,5650,5657,4975,6158,5761,5362
FBgn0040467,54,75,66,31,69,45,58,29,51,33,50,576,523,633,408,440,420,472,411,365
FBgn0040931,133,299,211,94,320,190,191,91,162,104,96,1097,1167,1149,1085,1103,1029,1165,1069,1121
FBgn0030096,214,308,221,157,331,186,278,159,207,139,140,1711,1648,1842,1612,1552,1475,1722,1752,1575
FBgn0265725,3,2,0,4,8,0,0,1,1,3,0,8,13,2,5,11,12,8,14,11
FBgn0026206,58,71,50,45,87,28,29,19,36,23,21,13385,14443,16440,15165,16712,14121,15939,14337,15394
FBgn0030097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0030098,0,0,0,0,0,3,0,0,0,0,1,0,0,1,3,2,0,1,0,1
FBgn0030099,31,53,56,14,56,17,18,16,38,17,6,391,337,377,337,340,325,340,288,281
FBgn0030100,27,36,44,30,56,37,40,19,32,19,21,817,710,843,647,641,571,763,638,575
FBgn0030101,51,60,54,34,75,37,81,38,39,49,21,927,909,964,814,781,645,867,746,747
FBgn0086450,44,33,43,21,33,24,26,35,27,20,18,69,62,63,128,163,111,91,135,128
FBgn0030102,11,9,17,8,11,5,12,2,5,9,0,12,13,33,56,64,35,31,27,50
FBgn0030103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0086367,7,19,17,12,11,5,16,7,12,11,8,11,10,17,28,28,27,40,31,43
FBgn0030107,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,1,0,0
FBgn0030108,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,2
FBgn0030109,81,101,135,72,116,84,89,70,83,48,27,4674,4448,5105,4340,4242,3808,4882,4218,3862
FBgn0052704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FBgn0260789,38,131,106,56,121,55,96,45,61,54,34,7799,8133,9414,6480,7031,6157,7645,5948,5976
FBgn0260771,221,286,315,174,381,263,277,150,307,165,126,3196,3034,3544,2705,2544,2483,2926,2797,2311
FBgn0000077,27,33,19,16,36,25,31,16,31,25,10,923,822,1025,651,700,667,729,710,586
FBgn0010269,94,108,128,77,138,52,88,63,78,65,57,5617,5056,5777,4745,4495,4395,5861,4967,4500
FBgn0030114,44,62,68,23,64,26,28,24,38,28,11,2523,2425,2913,2663,2807,2381,2841,2470,2387
FBgn0028292,116,110,107,55,120,39,114,65,78,64,23,2774,2610,3208,2282,2242,2148,2664,2493,2169
FBgn0052703,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,2,1
FBgn0030120,1,0,0,2,0,0,0,0,0,0,1,144,128,146,103,96,100,140,109,107
FBgn0030121,52,75,121,62,116,41,57,36,76,40,28,2641,2489,2810,1946,1943,1914,2475,2297,2102
FBgn0030122,275,386,326,228,372,229,299,213,320,193,168,3043,2839,3204,2129,2177,1941,2821,2437,2248
FBgn0040236,149,268,251,108,268,142,143,118,185,128,118,3918,4153,4944,4444,4703,3936,4835,4152,4357
FBgn0002576,0,1,0,0,0,0,0,0,1,0,0,10,13,23,1,5,1,3,6,4
FBgn0040235,317,459,432,223,464,275,397,278,394,273,209,2716,2354,2792,2331,2277,2203,2346,2409,2084
FBgn0040234,33,42,58,19,65,35,44,30,28,22,12,1046,1181,1294,1276,1270,1070,1284,1061,1133
FBgn0085478,47,74,84,38,66,47,20,23,49,21,11,4450,4333,5144,4177,4114,3902,4802,3877,4116
FBgn0085479,0,1,0,0,1,0,0,0,0,0,0,2,4,1,3,7,3,7,1,5
FBgn0026149,83,71,52,30,82,42,70,28,64,40,25,3173,3061,3642,2596,2666,2466,2985,2902,2416
FBgn0261260,1147,1160,1478,770,1297,1150,1390,978,1373,842,824,1441,1761,1587,3561,4052,2876,2419,2254,3399
FBgn0266050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267253,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,2,1
FBgn0054028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0054026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0028327,205,477,530,211,452,397,364,164,328,176,99,13328,12623,14242,13026,13663,12224,14232,12932,12234
FBgn0030136,294,1125,986,287,1107,603,678,251,565,351,279,46011,42878,45295,57967,58180,49851,52293,53914,51280
FBgn0030137,30,29,28,23,39,40,24,22,40,15,8,929,929,947,823,748,739,820,925,875
FBgn0052702,2,1,10,0,4,0,0,3,5,3,2,334,390,391,873,923,671,657,577,764
FBgn0052699,180,288,210,147,323,197,215,129,214,120,115,4577,4318,4995,4421,4442,4373,4749,4233,3809
FBgn0259741,0,0,0,0,1,0,0,0,0,1,0,7,5,8,17,15,12,5,11,12
FBgn0001186,636,712,715,326,757,436,518,453,700,341,260,6757,6962,7692,8062,8847,7443,7738,7589,7490
FBgn0030141,162,230,215,128,256,116,133,111,211,104,86,3359,3297,3538,2927,2973,2837,3385,3111,2954
FBgn0264691,117,119,116,70,176,80,84,80,122,54,45,3556,3249,3900,3155,3048,3165,3647,3456,3091
FBgn0027084,397,631,627,365,819,529,478,345,526,302,247,10958,10602,11811,11295,11229,10732,13363,11976,11566
FBgn0261931,52,61,57,39,92,30,31,6,26,22,10,4422,4408,5095,4274,4429,3912,4719,3894,4013
FBgn0028341,94,167,211,105,184,103,122,109,145,68,66,5554,5485,6444,3906,4208,3808,4165,3714,3417
FBgn0030148,0,0,0,2,0,4,0,0,0,0,0,4,5,6,6,11,3,4,2,2
FBgn0261617,179,247,173,126,294,117,129,99,158,107,80,15082,15854,18758,17505,19598,15218,19116,14144,15810
FBgn0000233,0,1,0,0,0,0,0,0,0,0,0,1,1,3,5,3,0,0,3,1
FBgn0020378,0,0,1,0,0,0,0,0,1,0,0,2,5,1,2,0,1,2,5,5
FBgn0030151,188,341,242,135,355,224,214,148,221,118,67,9506,9174,10338,10049,9652,9219,10616,9896,8810
FBgn0052698,0,1,0,0,1,1,2,0,0,0,0,151,141,161,241,224,199,194,171,188
FBgn0019929,0,1,7,0,0,3,3,2,1,0,5,3,2,0,5,1,1,0,8,0
FBgn0266430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0052695,0,2,0,0,0,0,0,2,1,1,3,2,3,0,9,10,4,0,5,6
FBgn0030156,0,4,5,1,1,0,0,0,0,0,0,54,35,30,20,24,12,12,15,11
FBgn0030157,0,2,1,5,4,1,8,3,4,6,1,5,4,2,11,3,4,4,30,1
FBgn0030158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0030160,3,15,10,4,9,4,6,1,3,2,6,12,8,3,32,13,7,9,36,7
FBgn0030161,0,1,0,1,1,0,0,1,0,0,0,0,2,0,1,5,0,5,4,0
FBgn0030162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
FBgn0026415,314,405,255,300,632,315,375,232,393,213,165,9855,9246,10402,7839,7398,7533,9232,8351,6484
FBgn0030163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030164,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0263216,0,0,4,0,1,0,0,3,0,0,0,0,0,0,1,3,5,0,0,0
FBgn0030167,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0052694,15,20,8,8,19,8,15,22,20,7,5,28,18,31,46,84,34,38,35,43
FBgn0053557,4,1,7,3,7,3,6,0,0,0,0,24,20,30,48,72,35,45,40,55
FBgn0030170,157,152,205,107,240,80,141,86,191,107,67,1791,1908,2272,1504,1512,1325,1744,1629,1463
FBgn0263132,3,7,10,3,5,9,7,0,5,2,3,48,73,42,166,149,123,92,88,107
FBgn0005391,2075,4269,5576,2137,3340,4015,2415,2322,2927,3031,1090,10048,13395,10894,19755,23121,16327,19109,15763,24484
FBgn0004045,1703,5150,5193,1770,3468,3858,2581,2185,2951,2858,1018,1763,2726,1511,3133,3857,2151,2180,2316,3163
FBgn0030174,9,10,13,8,24,3,15,19,12,11,8,1918,1739,2124,2346,2250,2198,2542,2437,2115
FBgn0052693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3
FBgn0052685,181,297,344,106,305,162,154,130,182,115,85,6173,6168,7220,6552,6420,5922,7259,6015,6149
FBgn0030177,231,358,299,138,435,274,308,186,293,173,137,3330,3295,3930,3427,3337,3230,3699,3550,3333
FBgn0030178,72,71,52,56,67,86,49,42,61,39,18,835,739,809,706,611,582,710,721,620
FBgn0083940,17,24,24,22,42,16,27,13,27,13,9,217,190,285,350,306,315,355,351,362
FBgn0030181,1,0,1,0,0,0,0,0,0,0,0,1,0,4,2,1,0,3,1,0
FBgn0264503,0,0,0,0,0,0,0,1,0,0,0,2,1,1,3,0,3,4,4,5
FBgn0030183,11,10,16,1,15,18,6,1,6,7,6,1834,1676,2113,2034,2062,1881,2245,2333,2171
FBgn0028342,485,561,657,325,951,584,680,372,459,362,238,9505,8627,9720,9322,9495,8810,10338,9701,8941
FBgn0030186,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0040941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FBgn0085437,100,163,117,87,161,107,73,59,95,55,30,3781,3637,3997,3458,3594,3161,4114,3568,3233
FBgn0030187,0,2,1,0,1,0,4,3,0,0,0,140,158,146,39,54,38,38,22,24
FBgn0263220,1,2,7,0,3,5,0,3,1,0,0,25,26,30,39,71,44,40,40,59
FBgn0040942,6,0,3,1,1,1,0,2,1,1,1,20,23,24,46,28,39,27,44,29
FBgn0259170,54,103,76,55,88,60,86,59,60,52,25,1273,1360,1581,1452,1629,1357,1468,1377,1370
FBgn0030189,8,10,2,6,10,2,0,9,6,3,6,591,452,586,521,414,469,528,491,383
FBgn0011770,143,176,150,113,249,176,190,88,144,86,77,3514,3295,3537,2940,2811,2741,3309,3187,2628
FBgn0030191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FBgn0263997,0,0,0,0,0,0,0,2,0,1,1,3,3,2,2,7,5,9,8,9
FBgn0028331,480,802,754,425,895,511,557,398,624,423,251,22342,20912,24028,23812,24135,22401,25745,23417,22702
FBgn0052679,0,0,0,0,1,0,0,0,0,0,0,0,4,4,3,4,6,2,2,2
FBgn0028480,32,48,46,13,51,25,39,17,32,36,13,5457,4939,5476,4474,4485,4463,5607,5133,4303
FBgn0052686,2,0,0,0,2,0,0,3,0,0,0,3,4,3,8,11,8,12,8,13
FBgn0030195,0,0,0,0,0,0,0,0,0,0,1,2,4,2,4,12,4,2,10,5
FBgn0052681,0,0,0,0,0,2,0,0,1,0,0,3,7,3,22,11,12,11,6,3
FBgn0030196,90,111,83,45,109,63,81,51,70,75,38,1148,953,1188,860,830,861,1008,911,765
FBgn0000711,127,155,187,111,214,116,168,75,171,113,60,3277,3032,3747,2855,2942,2798,3286,3151,2638
FBgn0052683,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030204,0,1,1,0,0,0,0,0,0,0,0,1,3,0,3,5,0,0,1,1
FBgn0083167,206,325,242,71,323,135,263,177,235,194,96,4211,3804,4175,4120,4031,3694,4249,4445,3432
FBgn0261710,1725,2069,1670,1012,1653,802,1019,738,1058,669,592,22980,22778,26331,23175,22956,21021,28444,21947,22227
FBgn0030206,62,64,87,36,77,56,58,29,52,44,27,775,663,835,761,680,729,776,746,752
FBgn0030207,0,0,0,0,1,0,0,0,0,0,0,10,6,5,9,10,6,6,10,12
FBgn0030208,423,518,381,320,608,237,452,241,458,302,266,7098,6602,7676,6421,5960,6217,6870,6421,5208
FBgn0052687,90,87,98,38,84,57,56,79,54,40,36,553,580,566,1402,1637,1265,878,873,1064
FBgn0085443,155,292,230,127,202,149,178,101,144,101,50,5405,5508,6285,5401,5357,4998,6413,5086,4950
FBgn0030215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
FBgn0067052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0001206,58,80,71,60,77,63,46,18,40,42,12,4311,4180,5232,3601,3518,3389,4300,3494,3354
FBgn0030217,53,69,49,31,65,47,41,35,55,38,32,297,295,314,287,318,275,333,299,279
FBgn0030218,15,19,0,7,20,23,15,12,5,4,4,265,263,275,356,404,307,396,346,340
FBgn0263072,2,1,1,1,2,1,0,1,0,0,0,1,1,1,3,3,1,1,2,2
FBgn0030221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0052677,4,1,1,0,3,0,2,1,3,2,2,31,37,35,60,78,64,64,59,63
FBgn0030223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
FBgn0052673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0030224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0052676,271,331,335,169,276,138,147,109,154,97,94,20111,19209,21521,16331,16595,15821,20841,17401,16369
FBgn0003204,636,846,719,305,894,613,620,451,578,330,235,9922,9943,11035,11190,11742,10395,12971,11643,11485
FBgn0030230,0,1,0,0,0,0,0,1,0,0,0,7,9,20,29,24,19,25,23,19
FBgn0052675,133,182,302,86,254,143,155,104,167,81,62,4338,4114,4701,5062,5139,4816,5246,4767,4573
FBgn0052672,1090,1596,2053,836,1723,1322,1474,853,1548,876,646,8106,7951,8473,10817,12031,9472,9122,9429,9896
FBgn0030228,22,43,26,14,49,32,18,20,29,19,9,6019,5582,6475,5188,5126,5008,6448,5341,4843
FBgn0030234,1,5,8,5,5,4,8,0,3,1,1,27,25,31,37,64,34,37,48,50
FBgn0025111,4,10,7,7,2,9,7,3,10,6,11,52,44,64,88,89,86,76,60,101
FBgn0003360,1822,2414,2578,1345,3853,2645,2770,1623,1960,1267,963,71203,71496,75597,81730,87797,70741,83687,79923,84967
FBgn0285926,804,900,867,560,1215,667,890,578,894,424,464,12251,11979,13759,13585,14116,12024,13894,12659,12641
FBgn0003321,178,196,257,125,253,163,221,179,210,147,89,3070,3150,3670,3644,3893,3142,3496,3225,3218
FBgn0040850,19,24,40,23,18,27,18,13,28,20,11,71,56,60,114,170,124,122,142,173
FBgn0030237,18,24,36,10,23,24,18,8,20,6,9,28,29,32,60,77,46,50,55,39
FBgn0052669,0,1,0,0,0,0,0,0,0,0,0,3,13,8,28,28,16,16,13,21
FBgn0030239,121,120,155,79,170,114,122,85,124,78,63,1206,1237,1395,988,1106,886,1100,1073,1049
FBgn0030240,16,30,34,11,48,11,7,17,21,9,9,2038,1984,2380,1656,1761,1498,1896,1612,1628
FBgn0030241,443,644,501,375,713,258,467,260,484,293,248,12455,11080,12845,9178,9057,8942,11803,10425,9396
FBgn0030242,173,235,146,121,262,88,138,103,171,76,89,3193,2941,3472,2119,1923,2096,2562,2224,1945
FBgn0030243,34,61,23,26,84,32,18,21,24,23,15,2919,3017,3405,2740,2831,2590,3080,2677,2733
FBgn0030244,2,0,2,1,2,4,0,1,2,3,1,9,8,6,7,9,5,6,3,8
FBgn0030245,723,834,981,516,1086,745,859,502,875,590,343,5259,5103,5854,6117,6634,5413,6197,6024,5425
FBgn0017561,102,114,156,60,132,86,94,52,98,49,38,3719,4110,4421,3663,3811,3214,3730,2958,3510
FBgn0030246,245,275,241,144,311,126,163,137,192,135,103,5973,5789,6450,5196,5500,4995,6512,5539,5277
FBgn0030247,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,4,0,0,0
FBgn0264502,2,6,9,1,3,8,6,3,7,0,3,27,48,21,65,46,28,31,33,43
FBgn0003965,0,0,0,0,1,0,0,0,0,0,0,44,32,27,44,26,31,66,63,46
FBgn0030251,6,18,36,7,22,3,28,11,11,3,9,24,26,15,58,58,44,34,72,39
FBgn0263705,20,28,22,5,17,5,12,15,20,12,6,570,579,723,493,431,387,647,498,638
FBgn0052671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0052670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
FBgn0021742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0259241,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030257,0,0,2,3,0,0,0,1,1,0,0,3,5,4,21,21,15,18,13,14
FBgn0030258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBgn0030261,0,1,0,0,0,0,4,0,1,1,0,2,0,0,2,0,0,1,3,0
FBgn0003366,69,37,75,13,41,42,44,23,25,41,19,292,360,372,824,929,710,583,519,695
FBgn0030262,1,4,0,2,2,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0
FBgn0030263,698,833,829,540,863,563,631,550,733,459,421,0,0,0,0,0,0,0,0,0
FBgn0027498,45,89,38,24,84,31,27,32,57,18,23,0,0,0,0,0,0,0,0,0
FBgn0259101,0,1,2,1,2,0,2,0,0,1,0,0,0,2,0,7,3,5,2,2
FBgn0015245,921,1559,1591,689,1733,1132,945,709,995,682,376,18395,19832,20594,22904,25207,19988,22241,19800,22131
FBgn0030266,86,112,51,27,117,32,54,27,45,33,23,7118,7081,8063,6983,7031,6487,8784,6575,7016
FBgn0028686,790,1418,1055,703,1630,909,1154,658,1087,601,513,9774,9025,10087,7946,7507,7523,9143,8785,7596
FBgn0010391,245,308,214,147,380,216,231,145,239,167,105,5154,4621,5298,4481,4344,4345,5569,5016,4185
FBgn0030268,416,569,563,391,684,283,379,244,423,214,184,19980,18053,21379,16557,15907,16353,21081,18355,15852
FBgn0265535,0,0,0,0,0,0,0,0,0,0,0,4,13,9,9,10,5,11,9,15
FBgn0030269,42,77,111,51,95,61,52,23,49,51,37,3621,3311,3679,2959,2912,2896,3652,3162,2752
FBgn0052667,0,5,2,5,6,2,9,11,3,1,12,0,0,0,0,0,0,0,0,0
FBgn0030270,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,1,2
FBgn0030271,0,0,0,0,0,0,0,0,1,0,0,17,12,25,16,17,18,12,17,16
FBgn0030272,1,0,0,2,1,0,0,0,0,0,0,7,6,19,5,9,15,13,7,6
FBgn0020255,1725,2055,2413,1196,3143,2143,2344,1044,2186,1269,720,46238,41259,48696,41940,38397,41460,49172,46624,37822
FBgn0030274,85,130,126,61,177,89,98,80,115,64,45,2498,2415,2751,1912,1989,1819,2149,1987,1894
FBgn0261277,0,0,0,0,0,1,0,0,0,0,0,7,6,8,1,12,3,3,5,9
FBgn0030276,230,319,311,156,348,211,185,158,257,145,95,14814,13628,16329,12805,12648,12558,16011,14513,12680
FBgn0052668,0,0,0,0,1,0,0,2,0,0,0,9,13,6,14,24,11,14,7,15
FBgn0026268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0030277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
FBgn0030278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0265595,7,0,0,0,0,0,0,3,0,0,2,4,4,8,15,13,5,6,10,18
FBgn0030283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0083979,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,2,0,0
FBgn0003411,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
FBgn0001491,129,164,157,82,231,122,142,68,160,106,70,2748,2461,2979,2320,2102,2296,2526,2722,2024
FBgn0030286,82,113,100,57,105,73,57,47,68,36,16,5336,5798,6284,5803,6522,5252,5991,5443,5730
FBgn0028421,32,48,56,28,66,30,61,43,57,16,18,4189,4249,5017,3849,4013,3527,4211,3868,3640
FBgn0085377,10,17,7,6,23,10,15,7,14,6,3,713,774,723,878,948,767,760,652,793
FBgn0030289,83,118,74,53,150,67,86,51,80,63,36,3176,3002,3317,2881,2810,2774,3525,2908,2684
FBgn0030290,0,0,0,1,0,0,0,0,0,0,0,8,5,7,6,10,2,5,5,6
FBgn0030291,59,73,80,34,86,62,84,31,85,54,39,1134,985,1150,794,773,832,905,907,703
FBgn0030292,149,116,154,42,135,112,131,94,73,94,44,1311,1277,1309,1316,1360,1141,1462,1346,1377
FBgn0030293,149,210,160,94,258,130,145,102,179,100,97,9356,9200,10702,8114,8179,7836,9748,8469,7568
FBgn0000499,76,109,111,88,123,93,68,41,81,61,34,4706,4413,5161,3837,3979,3731,5345,4473,3953
FBgn0030294,43,69,38,35,63,52,35,44,43,30,14,3704,3520,4085,3120,3012,3011,3178,3356,2586
FBgn0004864,40,79,70,33,83,58,54,17,60,26,20,9039,8758,10301,8375,8839,7728,9731,8383,8091
FBgn0027359,127,231,151,89,247,148,230,93,165,108,83,3738,3438,3753,3256,3132,2789,3759,3529,3031
FBgn0001624,78,125,207,70,148,95,116,83,143,43,39,5950,6222,6978,7008,7248,6471,7314,6352,6572
FBgn0030296,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,1,0,1,3
FBgn0030297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0045502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0001145,72,109,58,43,61,38,65,61,59,43,16,68,57,70,218,247,191,92,110,118
FBgn0262740,44,58,46,17,71,29,44,27,37,21,14,4187,4256,4980,3849,4347,3623,4357,3996,3955
FBgn0030300,37,25,23,13,13,26,20,34,36,30,19,86,86,89,169,200,140,166,164,184
FBgn0030301,39,47,74,41,71,39,52,33,45,19,28,2449,2612,3050,2034,2252,1969,2137,1881,1952
FBgn0262685,0,0,0,0,0,1,0,0,0,0,0,2,6,3,4,7,3,1,5,7
