gene_name,tpm_rbctr1,tpm_rbctr2,tpm_rbctr3,tpm_rnactr1,tpm_rnactr2,tpm_rnactr3,tpm_rnactr4,avg_rpf,avg_rna
Ptx4,0.78741,0.19836,0.19212,0.27095,0.2166,0.4751,0.27237,0.39263,0.30876
Nxf2,0.78741,0.19836,0.57636,0.21676,0.16245,0.17816,0.16342,0.52071,0.1802
Lhx1,0.78741,0.19836,0.19212,0.37933,0.4332,0.29694,0.27237,0.39263,0.34546
Slamf9,0.78741,0.19836,0.38424,0.37933,0.4332,0.35632,0.59922,0.45667,0.44202
Clrn1,0.78741,0.59508,0.38424,0.92123,1.46205,0.89081,0.81712,0.58891,1.0228
Hc,0.78741,0.0,0.9606,0.21676,0.48735,0.41571,0.6537,0.58267,0.44338
Slc34a3,0.78741,0.79344,0.0,0.0,0.1083,0.05939,0.05447,0.52695,0.05554
B3gnt6,0.78741,0.0,0.19212,0.37933,0.1083,0.35632,0.49027,0.32651,0.33356
Slc24a5,0.78741,0.39672,0.0,3.95589,3.84466,2.61304,2.83268,0.39471,3.31157
Bcl2a1b,0.78741,0.0,0.0,0.86704,0.59565,0.4751,0.70817,0.26247,0.66149
Acp5,0.78741,0.59508,0.19212,0.0,0.16245,0.41571,0.05447,0.52487,0.15816
Olfr446,0.78741,0.39672,0.0,0.0,0.0,0.0,0.0,0.39471,0.0
Grxcr2,0.78741,0.39672,0.19212,0.05419,0.27075,0.35632,0.59922,0.45875,0.32012
Slc2a2,0.78741,0.0,0.38424,0.27095,0.16245,0.17816,0.10895,0.39055,0.18013
Ankrd36,0.78741,0.19836,0.0,0.0,0.0,0.05939,0.0,0.32859,0.01485
Slc4a9,0.52494,0.0,0.57636,0.0,0.2166,0.05939,0.10895,0.3671,0.09623
Il19,0.52494,0.0,0.38424,0.05419,0.0,0.0,0.0,0.30306,0.01355
Ugt1a1,0.52494,0.19836,0.76848,0.0,0.0,0.05939,0.0,0.49726,0.01485
Cmah,0.52494,0.59508,0.38424,0.5419,0.59565,0.17816,0.10895,0.50142,0.35617
Cldn2,0.52494,0.0,1.15272,0.37933,0.1083,0.41571,1.41634,0.55922,0.57992
Ssu2,0.52494,0.19836,0.19212,0.21676,0.2166,0.35632,0.10895,0.30514,0.22466
Tfpi2,0.52494,0.0,0.0,0.27095,0.1083,0.0,0.05447,0.17498,0.10843
Cd226,0.52494,0.0,0.76848,0.37933,0.37905,0.29694,0.10895,0.43114,0.29107
Colca2,0.52494,0.59508,0.76848,0.97543,0.92055,1.4253,0.92607,0.6295,1.06184
Pitx2,0.52494,0.79344,0.38424,0.10838,0.4332,0.17816,0.2179,0.56754,0.23441
Gm29776,0.52494,0.0,0.19212,0.43352,0.16245,0.17816,0.10895,0.23902,0.22077
Mcpt8,0.52494,0.0,0.19212,0.0,0.0,0.0,0.0,0.23902,0.0
Ucn3,0.52494,0.59508,0.57636,0.05419,0.2166,0.0,0.10895,0.56546,0.09493
Wdr95,0.52494,0.0,0.38424,1.02962,0.59565,0.83142,0.59922,0.30306,0.76398
Rtbdn,0.52494,0.39672,0.0,1.08381,0.9747,0.83142,0.92607,0.30722,0.954
Slamf8,0.52494,0.0,0.19212,0.21676,0.1083,0.0,0.16342,0.23902,0.12212
Star,0.52494,0.19836,0.38424,8.12854,8.82646,7.54219,7.84434,0.36918,8.08538
Mybph,0.52494,0.0,0.0,0.5419,0.6498,0.41571,0.27237,0.17498,0.46995
Lpcat2b,0.52494,0.0,0.0,0.27095,0.16245,0.23755,0.0,0.17498,0.16774
Gm16527,0.52494,0.0,0.19212,0.0,0.0,0.0,0.0,0.23902,0.0
Tmc5,0.52494,0.59508,0.0,0.16257,0.2166,0.41571,0.0,0.37334,0.19872
Slc22a26,0.52494,0.0,0.19212,0.0,0.0,0.0,0.0,0.23902,0.0
Sycp2l,0.52494,0.0,0.0,0.32514,0.0,0.11877,0.16342,0.17498,0.15184
Lyz1,0.52494,0.0,0.19212,0.10838,0.0,0.0,0.10895,0.23902,0.05433
Trpm5,0.52494,0.0,0.38424,0.16257,0.05415,0.11877,0.0,0.30306,0.08387
G6pc,0.52494,0.0,0.0,0.10838,0.0,0.05939,0.0,0.17498,0.04194
Sptlc3,0.52494,0.0,0.0,0.27095,0.16245,0.23755,0.10895,0.17498,0.19498
Qrfp,0.52494,0.0,0.0,0.48771,0.1083,0.71265,0.27237,0.17498,0.39526
Pcare,0.52494,0.19836,0.0,0.48771,0.27075,0.23755,0.05447,0.2411,0.26262
Myoz1,0.52494,0.0,0.38424,0.0,0.0,0.05939,0.0,0.30306,0.01485
Pou4f2,0.52494,0.0,0.0,0.0,0.0,0.0,0.0,0.17498,0.0
Klri1,0.52494,0.39672,0.19212,0.0,0.1083,0.0,0.16342,0.37126,0.06793
Ldhal6b,0.52494,0.39672,0.19212,0.21676,0.16245,0.23755,0.2179,0.37126,0.20866
Rdh8,0.52494,0.0,0.0,0.0,0.05415,0.0,0.0,0.17498,0.01354
Edaradd,0.52494,0.19836,0.0,0.43352,0.6498,0.41571,0.38132,0.2411,0.47009
Olfr160,0.52494,0.0,0.0,0.0,0.0,0.0,0.0,0.17498,0.0
Olfr131,0.52494,0.0,0.0,0.0,0.0,0.0,0.0,0.17498,0.0
Zfp36l3,0.52494,0.19836,0.0,0.05419,0.1083,0.05939,0.0,0.2411,0.05547
Lin28b,0.52494,0.0,0.19212,5.52741,5.63161,3.62263,4.30349,0.23902,4.77128
Ifnlr1,0.52494,0.0,0.57636,0.16257,0.1083,0.23755,0.0,0.3671,0.12711
Zbtb42,0.52494,0.19836,0.57636,0.43352,0.5415,0.53449,0.54475,0.43322,0.51356
Olfr279,0.52494,0.0,0.19212,0.05419,0.16245,0.0,0.05447,0.23902,0.06778
Fam83c,0.52494,0.19836,0.0,0.32514,0.05415,0.05939,0.16342,0.2411,0.15053
Clca2,0.26247,0.0,0.19212,0.0,0.1083,0.05939,0.0,0.15153,0.04192
Gtsf1l,0.26247,0.0,0.0,0.05419,0.05415,0.0,0.10895,0.08749,0.05432
Olfr92,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Proz,0.26247,0.0,0.0,11.75929,11.47982,13.06521,12.36574,0.08749,12.16751
Sult1b1,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Iapp,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Nkg7,0.26247,0.19836,0.38424,0.0,0.0,0.11877,0.0,0.28169,0.02969
H60c,0.26247,0.0,0.0,0.0,0.0,0.05939,0.0,0.08749,0.01485
Hoxc5,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Dennd2d,0.26247,0.0,0.57636,0.75866,0.48735,0.17816,0.38132,0.27961,0.45137
Tnfrsf8,0.26247,0.19836,0.19212,0.10838,0.05415,0.59387,1.57976,0.21765,0.58404
Olfr728,0.26247,0.59508,0.0,0.0,0.0,0.0,0.0,0.28585,0.0
Gm18905,0.26247,0.0,0.0,0.0,0.05415,0.0,0.0,0.08749,0.01354
Nt5c1b,0.26247,0.0,0.0,0.0,0.0,0.05939,0.05447,0.08749,0.02847
Fpr2,0.26247,0.0,0.0,0.32514,0.1083,0.23755,0.0,0.08749,0.16775
Cyp4a31,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Nkx6-3,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
S100a14,0.26247,0.19836,0.0,0.10838,0.16245,0.0,0.05447,0.15361,0.08133
Cdcp3,0.26247,0.19836,0.0,0.0,0.05415,0.05939,0.10895,0.15361,0.05562
Mbl2,0.26247,0.19836,0.19212,0.05419,0.1083,0.11877,0.0,0.21765,0.07032
Sohlh2,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Olfr641,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Cfhr1,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Lep,0.26247,0.0,0.0,0.05419,0.05415,0.0,0.0,0.08749,0.02709
Gm6551,0.26247,0.0,0.19212,0.43352,0.1083,0.29694,0.2179,0.15153,0.26416
Fbxo43,0.26247,0.0,0.38424,0.10838,0.05415,0.17816,0.10895,0.21557,0.11241
Mmp12,0.26247,0.0,0.19212,0.0,0.0,0.0,0.05447,0.15153,0.01362
Cyp4f40,0.26247,0.19836,0.0,0.0,0.0,0.0,0.0,0.15361,0.0
Gzma,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Noxa1,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Slc27a5,0.26247,0.19836,0.0,0.10838,0.1083,0.05939,0.0,0.15361,0.06902
Olfr827,0.26247,0.0,0.57636,0.0,0.0,0.0,0.0,0.27961,0.0
Avpr2,0.26247,0.0,0.0,0.05419,0.05415,0.0,0.05447,0.08749,0.0407
Ces1d,0.26247,0.19836,0.19212,0.05419,0.05415,0.0,0.10895,0.21765,0.05432
Dusp13,0.26247,0.0,0.38424,0.16257,0.05415,0.11877,0.32685,0.21557,0.16559
Ccdc78,0.26247,0.0,0.19212,1.02962,1.02885,1.18775,0.81712,0.15153,1.01583
Tnni2,0.26247,0.0,0.0,0.21676,0.05415,0.4751,0.16342,0.08749,0.22736
Tnfrsf25,0.26247,0.0,0.19212,0.92123,0.59565,0.59387,0.10895,0.15153,0.55493
Chil5,0.26247,0.0,0.19212,0.70447,0.7581,0.35632,0.27237,0.15153,0.52282
Prr19,0.26247,0.19836,0.19212,0.0,0.05415,0.0,0.05447,0.21765,0.02716
Trim50,0.26247,0.0,0.0,0.0,0.05415,0.0,0.05447,0.08749,0.02716
Sftpd,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Ttll13,0.26247,0.19836,0.19212,0.48771,0.59565,0.41571,0.54475,0.21765,0.51096
Olfr582,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Habp2,0.26247,0.39672,0.0,0.0,0.0,0.0,0.05447,0.21973,0.01362
Vmn1r236,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Ppp1r1c,0.26247,0.39672,0.38424,0.27095,0.05415,0.23755,0.38132,0.34781,0.23599
Vmn1r68,0.26247,0.0,0.38424,0.0,0.0,0.0,0.0,0.21557,0.0
Cxcr2,0.26247,0.0,0.0,0.10838,0.05415,0.0,0.0,0.08749,0.04063
Txndc2,0.26247,0.0,0.0,0.16257,0.27075,0.23755,0.0,0.08749,0.16772
Chil3,0.26247,0.0,0.0,0.10838,0.05415,0.23755,0.10895,0.08749,0.12726
Nrl,0.26247,0.19836,0.19212,0.21676,0.27075,0.17816,0.16342,0.21765,0.20727
Hoxc9,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Rpl28,0.26247,0.39672,0.0,41.23881,33.0857,35.51361,55.45516,0.21973,41.32332
Tnfrsf4,0.26247,0.59508,0.0,0.32514,0.2166,0.29694,0.16342,0.28585,0.25053
Fndc11,0.26247,0.39672,0.19212,0.10838,0.05415,0.05939,0.0,0.28377,0.05548
Dcpp1,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Cfap97d1,0.26247,0.0,0.0,0.05419,0.05415,0.0,0.0,0.08749,0.02709
a,0.26247,0.19836,0.19212,0.05419,0.1083,0.0,0.0,0.21765,0.04062
Olfr1494,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Wnt9b,0.26247,0.19836,0.0,0.05419,0.16245,0.05939,0.0,0.15361,0.06901
Dnajc5b,0.26247,0.19836,0.76848,0.05419,0.3249,0.23755,0.0,0.40977,0.15416
AB124611,0.26247,0.39672,0.19212,0.16257,0.37905,0.4751,0.6537,0.28377,0.4176
Vmn1r217,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Krt84,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
Ly6g6d,0.26247,0.0,0.0,0.27095,0.27075,0.4751,0.6537,0.08749,0.41762
Bsph1,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
4933402D24Rik,0.26247,0.0,0.0,1.19219,1.46205,1.48468,0.87159,0.08749,1.25263
Vmn2r108,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Fbxw28,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
Proc,0.26247,0.19836,0.19212,0.0,0.0,0.0,0.0,0.21765,0.0
Hoxa11,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
Olfr631,0.26247,0.0,0.0,0.0,0.1083,0.0,0.0,0.08749,0.02708
Usp50,0.26247,0.0,0.0,0.21676,0.27075,0.11877,0.10895,0.08749,0.17881
Prrxl1,0.26247,0.0,0.0,0.16257,0.05415,0.05939,0.10895,0.08749,0.09626
Spaar,0.26247,0.19836,0.0,0.65028,0.6498,0.29694,0.54475,0.15361,0.53544
Lexm,0.26247,0.0,0.19212,0.21676,0.1083,0.0,0.10895,0.15153,0.1085
Yipf7,0.26247,0.59508,0.19212,0.16257,0.05415,0.05939,0.16342,0.34989,0.10988
Ccn5,0.26247,0.19836,0.0,0.16257,0.16245,0.11877,0.16342,0.15361,0.1518
Mfap1b,0.26247,0.0,0.0,1.89666,2.00355,2.01917,1.96109,0.08749,1.97012
Mettl7b,0.26247,0.0,0.0,0.0,0.0,0.0,0.05447,0.08749,0.01362
Cysrt1,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Nipsnap3a,0.26247,0.0,0.19212,0.0,0.05415,0.0,0.0,0.15153,0.01354
Hoxd8,0.26247,0.19836,0.19212,0.0,0.0,0.0,0.10895,0.21765,0.02724
Cd200r2,0.26247,0.0,0.0,0.05419,0.0,0.11877,0.05447,0.08749,0.05686
Cpb1,0.26247,0.0,1.34484,0.32514,0.2166,0.17816,0.2179,0.53577,0.23445
Olfr18,0.26247,0.0,0.0,0.05419,0.05415,0.0,0.0,0.08749,0.02709
Trim61,0.26247,0.19836,0.0,0.0,0.05415,0.0,0.0,0.15361,0.01354
Zdhhc11,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Agrp,0.26247,0.0,0.0,0.43352,0.59565,0.71265,0.76264,0.08749,0.62612
Pax1,0.26247,0.0,0.19212,0.05419,0.0,0.05939,0.0,0.15153,0.02839
Cyp4f18,0.26247,0.19836,0.0,0.32514,0.16245,0.17816,0.27237,0.15361,0.23453
Ankrd33,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
Ism2,0.26247,0.19836,0.0,0.16257,0.16245,0.11877,0.32685,0.15361,0.19266
A1cf,0.26247,0.19836,0.19212,0.0,0.0,0.0,0.05447,0.21765,0.01362
Tigd4,0.26247,0.0,0.19212,0.05419,0.16245,0.05939,0.10895,0.15153,0.09624
Aipl1,0.26247,0.0,0.0,0.0,0.0,0.0,0.05447,0.08749,0.01362
Vsx2,0.26247,0.0,0.57636,0.16257,0.16245,0.11877,0.27237,0.27961,0.17904
Sprr1b,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Olfr596,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
1600014C23Rik,0.26247,0.0,0.0,0.05419,0.2166,0.05939,0.16342,0.08749,0.1234
Gm4952,0.26247,0.0,0.0,0.16257,0.05415,0.11877,0.16342,0.08749,0.12473
Cyp2c70,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Triml1,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
Brd8dc,0.26247,0.19836,0.0,0.75866,0.48735,0.17816,0.16342,0.15361,0.3969
Cd300lf,0.26247,0.0,0.0,0.0,0.1083,0.05939,0.0,0.08749,0.04192
Olfr1263,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Fpr3,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Zfp977,0.26247,0.19836,0.38424,1.08381,1.4079,1.24713,1.30739,0.28169,1.26156
Tpsab1,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Olfr1341,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
Vmn1r46,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
Ltf,0.26247,0.59508,0.19212,0.05419,0.16245,0.0,0.2179,0.34989,0.10863
Wdr38,0.26247,0.0,0.0,0.10838,0.27075,0.05939,0.16342,0.08749,0.15049
Spns3,0.26247,0.0,0.0,0.10838,0.0,0.0,0.05447,0.08749,0.04071
Myo7b,0.26247,0.19836,0.0,0.21676,0.2166,0.11877,0.10895,0.15361,0.16527
Cyp17a1,0.26247,0.39672,0.0,0.10838,0.0,0.0,0.0,0.21973,0.0271
Olfr606,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Krt32,0.26247,0.0,0.57636,0.0,0.0,0.0,0.0,0.27961,0.0
Rgn,0.26247,0.0,0.38424,0.05419,0.16245,0.11877,0.27237,0.21557,0.15195
Gtsf1,0.26247,0.0,0.0,0.32514,0.16245,0.17816,0.10895,0.08749,0.19368
Saa1,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Gm17359,0.26247,0.0,0.19212,0.05419,0.1083,0.05939,0.0,0.15153,0.05547
Ankk1,0.26247,0.19836,0.0,1.24638,1.24545,1.48468,1.36187,0.15361,1.33459
Cd19,0.26247,0.0,0.19212,0.05419,0.05415,0.05939,0.10895,0.15153,0.06917
Tex45,0.26247,0.0,0.19212,0.05419,0.1083,0.11877,0.0,0.15153,0.07032
H2-M10.5,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Rbbp8nl,0.26247,0.0,0.0,0.05419,0.0,0.0,0.0,0.08749,0.01355
Guca1b,0.26247,0.19836,0.19212,0.16257,0.1083,0.05939,0.16342,0.21765,0.12342
Xlr3b,0.26247,0.59508,0.0,0.65028,0.5415,0.35632,0.38132,0.28585,0.48236
Mrln,0.26247,0.19836,0.38424,0.16257,0.27075,0.29694,0.27237,0.28169,0.25066
Apol9a,0.26247,0.19836,0.0,0.0,0.0,0.0,0.0,0.15361,0.0
Mrpl23,0.26247,0.0,0.0,2.70951,3.3573,3.62263,2.83268,0.08749,3.13053
2010109A12Rik,0.26247,0.19836,0.0,0.0,0.27075,0.29694,0.16342,0.15361,0.18278
Olfr462,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Gsdma,0.26247,0.59508,0.38424,0.10838,0.05415,0.0,0.0,0.41393,0.04063
Gm12695,0.26247,0.0,0.0,0.0,0.1083,0.0,0.0,0.08749,0.02708
Lrrc17,0.26247,0.0,0.76848,0.32514,0.59565,0.41571,0.38132,0.34365,0.42946
Zfp990,0.26247,0.79344,0.0,1.40895,1.6245,0.89081,0.76264,0.35197,1.17173
Krt5,0.26247,0.19836,0.38424,0.0,0.0,0.0,0.0,0.28169,0.0
Enpp7,0.26247,0.19836,0.19212,0.0,0.0,0.0,0.0,0.21765,0.0
A930018P22Rik,0.26247,0.19836,0.0,0.05419,0.05415,0.0,0.05447,0.15361,0.0407
Vmn1r49,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Il11,0.26247,0.0,0.19212,0.48771,0.59565,0.11877,0.38132,0.15153,0.39587
Fut1,0.26247,0.0,0.0,0.16257,0.0,0.0,0.05447,0.08749,0.05426
Akr1b7,0.26247,0.0,0.38424,0.05419,0.05415,0.05939,0.0,0.21557,0.04193
Gnmt,0.26247,0.0,0.19212,0.21676,0.2166,0.11877,0.16342,0.15153,0.17889
2610028H24Rik,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Ces1c,0.26247,0.0,0.19212,0.05419,0.0,0.0,0.0,0.15153,0.01355
Hoxb13,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Tmprss11d,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
Vmn1r230,0.26247,0.19836,0.0,0.0,0.0,0.0,0.0,0.15361,0.0
Lvrn,0.26247,0.0,0.0,0.0,0.05415,0.0,0.10895,0.08749,0.04077
Cyct,0.26247,0.0,0.0,0.05419,0.0,0.0,0.0,0.08749,0.01355
Arg1,0.26247,0.19836,0.19212,0.37933,0.5415,0.23755,0.4358,0.21765,0.39854
Rnase10,0.26247,0.0,0.0,0.16257,0.16245,0.29694,0.0,0.08749,0.15549
Mx1,0.26247,0.0,0.0,0.43352,0.70395,0.41571,0.32685,0.08749,0.47001
Rpl39l,0.26247,0.19836,0.0,0.0,0.0,0.0,0.0,0.15361,0.0
Tmem221,0.26247,0.0,0.38424,0.21676,0.2166,0.17816,0.05447,0.21557,0.1665
Gm3985,0.26247,0.0,0.19212,1.46314,1.2996,1.00958,1.30739,0.15153,1.26993
Gml2,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Foxd4,0.26247,0.19836,0.0,0.0,0.0,0.0,0.0,0.15361,0.0
Gimap3,0.26247,0.0,0.19212,0.05419,0.1083,0.0,0.05447,0.15153,0.05424
Tlx2,0.26247,0.19836,0.19212,0.0,0.0,0.0,0.0,0.21765,0.0
Fbxo24,0.26247,0.0,0.57636,0.32514,0.3249,0.23755,0.16342,0.27961,0.26275
Crygs,0.26247,0.39672,0.19212,0.05419,0.1083,0.11877,0.0,0.28377,0.07032
Gm15501,0.26247,0.0,0.0,0.0,0.1083,0.0,0.0,0.08749,0.02708
Smok2a,0.26247,0.0,0.19212,0.0,0.0,0.0,0.0,0.15153,0.0
Ces1f,0.26247,0.0,0.19212,0.0,0.0,0.0,0.10895,0.15153,0.02724
Olfr578,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Serpina3j,0.26247,0.19836,0.57636,0.0,0.0,0.0,0.0,0.34573,0.0
Sost,0.26247,0.0,0.57636,0.21676,0.05415,0.05939,0.10895,0.27961,0.10981
Klk15,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Ubqlnl,0.26247,0.0,0.38424,0.0,0.0,0.0,0.0,0.21557,0.0
Ceacam15,0.26247,0.0,0.0,0.05419,0.1083,0.05939,0.05447,0.08749,0.06909
Cyp2a4,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Ptp4a1,0.26247,0.0,0.19212,31.8097,32.9774,32.36608,22.71591,0.15153,29.96727
Nkx1-1,0.26247,0.39672,0.19212,0.0,0.05415,0.0,0.0,0.28377,0.01354
Mab21l4,0.26247,0.19836,0.0,0.0,0.0,0.11877,0.05447,0.15361,0.04331
Hepacam2,0.26247,0.79344,0.57636,0.32514,0.16245,0.4751,0.59922,0.54409,0.39048
Ceacam20,0.26247,0.0,0.0,0.0,0.0,0.17816,0.0,0.08749,0.04454
Olfr593,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Meikin,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Gm15104,0.26247,0.19836,0.0,0.0,0.05415,0.0,0.05447,0.15361,0.02716
A1bg,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Perm1,0.26247,0.19836,0.0,1.24638,1.02885,1.4253,1.85214,0.15361,1.38817
Slc34a1,0.26247,0.39672,0.38424,0.21676,0.16245,0.17816,0.16342,0.34781,0.1802
1700102P08Rik,0.26247,0.0,0.0,0.92123,0.6498,0.83142,0.81712,0.08749,0.80489
Olfr732,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Olfr1008,0.26247,0.19836,0.0,0.0,0.0,0.0,0.0,0.15361,0.0
Tspan10,0.26247,0.0,0.19212,0.10838,0.05415,0.0,0.10895,0.15153,0.06787
Stoml3,0.26247,0.39672,0.19212,0.48771,0.1083,0.4751,0.16342,0.28377,0.30863
Prss28,0.26247,0.0,0.0,0.05419,0.0,0.0,0.0,0.08749,0.01355
Cd300ld,0.26247,0.19836,0.0,0.0,0.05415,0.11877,0.10895,0.15361,0.07047
Gm14393,0.26247,0.19836,0.0,0.21676,0.5415,0.23755,0.0,0.15361,0.24895
Kcnk15,0.26247,0.19836,0.76848,0.0,0.2166,0.0,0.05447,0.40977,0.06777
Gbp10,0.26247,0.0,0.76848,0.21676,0.05415,0.0,0.16342,0.34365,0.10858
Gpr156,0.26247,0.0,0.57636,0.81285,0.59565,0.89081,1.14397,0.27961,0.86082
Trpm8,0.26247,0.19836,0.19212,0.32514,0.3249,0.17816,0.32685,0.21765,0.28876
Dhrs7c,0.26247,0.0,0.0,0.10838,0.0,0.0,0.05447,0.08749,0.04071
Erich4,0.26247,0.0,0.0,0.0,0.05415,0.0,0.0,0.08749,0.01354
Pabpn1l,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Olfr498,0.26247,0.0,0.0,0.0,0.0,0.0,0.05447,0.08749,0.01362
Tmc2,0.26247,0.19836,0.19212,0.05419,0.16245,0.05939,0.0,0.21765,0.06901
Tmem95,0.26247,0.0,0.0,0.21676,0.1083,0.11877,0.0,0.08749,0.11096
Olfr813,0.26247,0.0,0.0,0.05419,0.0,0.0,0.0,0.08749,0.01355
4932414N04Rik,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Foxn4,0.26247,0.0,0.0,0.0,0.0,0.0,0.16342,0.08749,0.04086
Stac3,0.26247,0.0,0.38424,0.59609,0.2166,0.35632,0.05447,0.21557,0.30587
A3galt2,0.26247,0.79344,0.0,0.43352,0.05415,0.23755,0.16342,0.35197,0.22216
Olfr524,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Olfr704,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Olfr1357,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Gm4787,0.26247,0.39672,0.0,0.92123,1.02885,0.77204,0.76264,0.21973,0.87119
H2-Eb2,0.26247,0.59508,0.0,0.05419,0.0,0.05939,0.0,0.28585,0.02839
Gm1604b,0.26247,0.0,0.0,0.10838,0.16245,0.23755,0.27237,0.08749,0.19519
Tas2r138,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Olfr744,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Zfp663,0.26247,0.19836,0.19212,0.10838,0.16245,0.11877,0.0,0.21765,0.0974
Izumo1,0.26247,0.0,0.38424,0.05419,0.05415,0.0,0.0,0.21557,0.02709
Podnl1,0.26247,0.0,0.0,0.21676,0.05415,0.05939,0.16342,0.08749,0.12343
Rnase12,0.26247,0.0,0.0,0.05419,0.1083,0.0,0.05447,0.08749,0.05424
Zp2,0.26247,0.0,0.0,0.21676,0.1083,0.05939,0.05447,0.08749,0.10973
Aqp3,0.26247,0.19836,0.0,0.0,0.05415,0.0,0.0,0.15361,0.01354
Osm,0.26247,0.0,0.0,0.21676,0.0,0.05939,0.0,0.08749,0.06904
Duoxa2,0.26247,0.0,0.19212,0.05419,0.0,0.17816,0.0,0.15153,0.05809
Cyp3a16,0.26247,0.0,0.0,0.0,0.0,0.0,0.0,0.08749,0.0
Glipr1l3,0.26247,0.39672,0.19212,0.05419,0.1083,0.05939,0.16342,0.28377,0.09633
Sgo1,0.26247,0.0,0.0,0.5419,0.8664,0.77204,0.92607,0.08749,0.7766
Cyp3a13,0.0,0.19836,0.0,0.48771,0.2166,0.11877,0.2179,0.06612,0.26025
Rorc,0.0,0.19836,0.57636,0.81285,0.7581,0.59387,1.03502,0.25824,0.79996
