gene_name,tpm_rbctr1,tpm_rbctr2,tpm_rbctr3,tpm_rnactr1,tpm_rnactr2,tpm_rnactr3,tpm_rnactr4,avg_rpf,avg_rna
Blcap,7.61159,8.92616,10.56659,66.05796,62.65164,69.06744,77.8987,9.03478,68.91893
Alpk1,0.78741,0.9918,0.76848,2.81789,2.2743,2.61304,2.72373,0.84923,2.60724
Ctla2b,1.04988,0.39672,0.57636,0.97543,0.6498,1.30652,0.27237,0.67432,0.80103
Rap2c,10.49875,7.14093,6.91631,48.77126,53.71688,50.0635,43.14389,8.18533,48.92388
Cd302,18.11035,19.43919,19.78834,11.92186,12.61697,14.01541,15.74316,19.11263,13.57435
Cenpo,1.31234,0.79344,0.57636,3.14304,2.0577,2.7912,2.45136,0.89405,2.61083
Cnpy4,8.66147,10.11631,9.60599,12.19281,11.15492,13.59969,10.2957,9.46126,11.81078
Zfp2,6.82419,7.14093,6.72419,30.78008,33.9521,29.21856,28.81707,6.89644,30.69195
1700123O20Rik,8.92394,7.93436,8.64539,16.90737,15.43277,16.21274,18.30347,8.50123,16.71409
Dusp2,0.52494,0.79344,0.19212,1.138,0.92055,0.77204,1.08949,0.5035,0.98002
Aig1,35.95822,37.48987,35.73429,45.89917,47.70622,52.37961,55.12831,36.39413,50.27833
Tlr4,0.52494,0.79344,2.11332,4.82294,5.63161,5.1667,5.01166,1.1439,5.15823
Trim30a,1.83728,0.59508,1.34484,3.57656,3.51976,2.67243,3.10505,1.25907,3.21845
Pde6d,27.29675,27.1752,23.63074,16.25709,19.98138,14.84683,13.18286,26.03423,16.06704
Fam163a,1.31234,0.79344,0.9606,12.08443,12.83357,15.97519,21.13615,1.02213,15.50733
Zfp26,13.64838,14.48021,17.09866,51.8601,59.51094,57.36814,51.91431,15.07575,55.16337
Creld2,11.02369,13.88514,13.64051,9.70006,9.85531,11.40236,11.00387,12.84978,10.4904
Crh,5.24938,5.95077,7.10843,6.23188,6.33556,6.47322,7.62645,6.10286,6.66678
Pnma5,0.26247,0.39672,0.19212,0.32514,0.27075,0.35632,0.05447,0.28377,0.25167
Trdmt1,2.62469,3.57046,4.22664,5.68998,5.14426,6.11689,5.28404,3.47393,5.55879
Zfp560,2.09975,4.3639,4.03452,10.56711,10.55927,9.91768,8.38909,3.49939,9.85829
Ccdc65,9.97381,11.50483,12.48779,7.53245,7.52686,7.54219,6.6459,11.32214,7.31185
Gnb1l,2.88716,2.57867,2.11332,2.92628,3.30315,1.95978,3.54085,2.52638,2.93252
Ncapg,1.83728,0.39672,1.9212,1.51733,1.083,0.71265,1.52529,1.38507,1.20957
Tcf7,2.36222,1.98359,1.72908,2.98047,1.7328,3.02875,1.79766,2.02496,2.38492
Carnmt1,0.78741,0.0,0.19212,1.78828,1.78695,2.25672,2.17898,0.32651,2.00273
Zfp983,3.93703,1.78523,1.9212,24.60239,23.77188,19.89475,19.33849,2.54782,21.90188
Mrpl34,15.48566,19.24083,17.4829,15.33585,14.56637,16.80661,17.26845,17.40313,15.99432
Zfp354a,3.41209,3.96718,1.53696,10.18777,11.91302,9.3832,10.5136,2.97208,10.4994
Fam229b,4.1995,6.34749,6.72419,9.64587,8.66401,7.9579,8.00777,5.75706,8.56889
Gin1,7.61159,8.52944,8.26115,6.17769,6.76876,5.99812,5.12061,8.13406,6.0163
Dph6,24.67206,23.40637,22.47802,21.56773,20.84778,20.48862,19.28401,23.51882,20.54704
Lsm10,7.87406,7.14093,6.14783,6.99055,6.76876,7.54219,8.17119,7.05427,7.36817
Rpl41,0.78741,0.9918,1.34484,97.37994,79.22156,113.37038,170.01527,1.04135,114.99679
Bves,1.83728,0.39672,0.9606,1.78828,2.97825,2.43488,2.07004,1.06487,2.31786
Smim10l2a,1.04988,0.79344,1.53696,30.6717,26.69599,27.08061,25.49412,1.12676,27.48561
Cyp4f14,8.13653,6.94257,7.10843,4.11846,4.65691,6.41383,6.21011,7.39584,5.34983
Dtwd2,2.62469,1.98359,1.15272,4.60617,5.52331,5.52302,5.33851,1.92033,5.24775
Eif4ebp1,1.57481,0.79344,2.11332,2.16761,1.35375,2.07856,2.61478,1.49386,2.05368
Zfp667,7.34913,9.91795,5.76359,23.78954,21.66003,19.89475,20.04666,7.67689,21.34774
Hes1,7.08666,7.93436,8.83751,7.15312,8.12251,8.84871,8.33462,7.95284,8.11474
Wfdc3,0.78741,0.39672,0.0,0.32514,0.4332,0.65326,0.70817,0.39471,0.52994
Ecscr,2.88716,3.17375,4.61088,1.95085,2.166,2.19733,2.56031,3.55726,2.21862
Egr3,59.31794,55.73891,60.51774,77.97982,86.64013,83.73611,103.93756,58.52486,88.0734
Bcl10,5.77431,5.95077,4.99512,13.33081,15.10787,16.21274,13.5097,5.5734,14.54028
Dnajb8,0.26247,0.19836,0.38424,0.0,0.05415,0.0,0.0,0.28169,0.01354
Cox16,4.98691,2.97539,5.57147,1.95085,1.8411,2.25672,2.17898,4.51126,2.05691
Nt5c3,24.93453,25.1916,27.47313,43.40642,51.82162,52.97348,50.00769,25.86642,49.5523
Cyp11a1,0.26247,0.0,0.57636,18.47889,18.95253,16.50967,19.01164,0.27961,18.23818
Scd4,1.04988,0.59508,1.53696,0.43352,0.37905,0.41571,0.70817,1.06064,0.48411
Taf10,5.24938,8.92616,6.14783,21.56773,23.17623,26.36797,30.88711,6.77446,25.49976
Myo15,0.26247,0.9918,0.57636,0.21676,0.05415,0.29694,0.32685,0.61021,0.22367
Drd3,2.09975,1.38851,2.49756,0.43352,0.3249,0.65326,0.81712,1.99527,0.5572
Ctnna3,2.09975,4.3639,3.26604,2.87209,2.76165,2.19733,2.39688,3.24323,2.55699
Snai2,0.52494,0.0,0.9606,0.48771,0.2166,0.23755,0.32685,0.49518,0.31718
Acer3,9.18641,9.7196,9.60599,29.53371,30.48649,29.63427,28.49022,9.504,29.53617
Arhgef33,0.78741,0.79344,0.57636,1.40895,1.57035,1.60346,1.03502,0.71907,1.40444
Mlph,0.78741,0.39672,0.9606,0.97543,0.4332,0.4751,0.54475,0.71491,0.60712
Odf2l,7.08666,6.74421,6.14783,10.0252,12.50867,11.04604,8.38909,6.65957,10.49225
Rnf207,0.78741,0.79344,0.57636,0.97543,1.02885,1.12836,1.68871,0.71907,1.20534
Sox7,2.36222,1.19015,3.26604,1.89666,2.00355,1.36591,2.23346,2.2728,1.8749
Ttc21a,1.57481,1.19015,0.57636,1.30057,0.92055,0.83142,1.08949,1.11378,1.03551
Zar1l,0.52494,0.79344,0.9606,1.24638,1.083,1.18775,1.57976,0.75966,1.27422
Tfap2b,0.26247,0.19836,0.19212,0.5419,1.083,0.77204,0.76264,0.21765,0.7899
Mfsd7a,0.26247,0.19836,0.19212,0.21676,0.4332,0.23755,0.32685,0.21765,0.30359
Epha2,2.09975,0.9918,1.53696,1.19219,1.083,1.24713,0.92607,1.54283,1.1121
Cmc1,10.49875,14.67857,13.64051,5.36484,6.38971,6.47322,6.428,12.93928,6.16394
Slc2a8,10.76122,12.0999,11.33507,14.08947,13.15847,15.26254,15.74316,11.39873,14.56341
Pheta2,0.52494,0.59508,0.38424,1.02962,0.59565,1.66284,1.08949,0.50142,1.0944
Frmd7,0.52494,0.19836,0.76848,0.92123,1.083,0.89081,1.25292,0.49726,1.03699
Stk26,6.03678,5.15734,6.53207,5.74417,5.90236,5.40425,4.90272,5.90873,5.48837
Ankrd37,3.14963,2.77703,3.07392,5.25646,5.19841,5.40425,4.0856,3.00019,4.98618
8030474K03Rik,2.09975,2.97539,3.8424,0.0,0.05415,0.05939,0.0,2.97251,0.02838
Usp9y,1.31234,1.78523,0.0,0.43352,0.2166,0.23755,0.10895,1.03253,0.24916
Gps1,5.24938,9.91795,8.64539,58.41713,55.44968,63.24749,70.817,7.93757,61.98282
Acmsd,0.52494,0.59508,0.57636,0.16257,0.4332,0.41571,0.16342,0.56546,0.29373
Ssh1,3.93703,6.74421,4.22664,23.51858,24.85489,23.16105,22.82486,4.96929,23.58985
Npm3,0.26247,1.78523,0.76848,4.98551,3.73636,4.09772,3.26848,0.93873,4.02202
Lyrm2,4.46197,9.7196,10.37447,25.79458,24.42169,28.44652,27.29178,8.18535,26.48864
Slc31a1,21.78491,21.02606,18.82774,25.90296,25.23394,24.23002,26.09334,20.54624,25.36506
Sowahb,10.49875,11.50483,8.06903,14.90233,15.37862,14.78744,19.61086,10.0242,16.16981
Tsc22d3,43.83229,45.82095,44.5718,83.88656,86.09862,103.69024,91.13603,44.74168,91.20286
C1s1,0.0,0.39672,0.57636,0.65028,0.59565,0.71265,0.38132,0.32436,0.58498
Dpm3,11.28616,15.27365,12.29567,8.88721,9.96361,9.32381,11.38519,12.95183,9.88996
Nfatc3,4.1995,3.76882,2.30544,21.78449,24.20508,26.1898,26.91046,3.42459,24.77246
Fzd10,1.04988,2.38031,3.26604,6.39445,4.16956,5.58241,5.61089,2.23207,5.43933
C130074G19Rik,11.02369,7.93436,9.99023,48.77126,47.92282,44.95619,38.07775,9.64943,44.93201
Desi2,5.77431,8.52944,7.87691,42.10585,48.30187,44.30293,46.63027,7.39356,45.33523
Siglece,0.0,0.79344,0.9606,0.43352,0.2166,0.53449,0.54475,0.58468,0.43234
Rpl38,0.26247,0.39672,0.0,106.15877,101.26065,100.95843,96.74691,0.21973,101.28119
Rasl11a,7.08666,6.14913,6.14783,2.05923,2.0577,2.01917,4.14007,6.46121,2.56904
Hdhd5,5.51184,8.52944,8.64539,17.61184,17.00312,16.62845,16.01554,7.56223,16.81474
Armc7,4.72444,5.95077,4.61088,6.99055,5.09011,5.46363,7.5175,5.09536,6.26545
Tmtc2,5.24938,3.76882,6.53207,20.21298,16.89482,17.99436,19.99218,5.18342,18.77358
Nkapd1,2.62469,2.38031,2.68968,24.38563,25.55884,21.79514,23.36961,2.56489,23.7773
Prpf39,11.28616,14.0835,11.52719,28.39571,32.5442,24.94267,21.0272,12.29895,26.72744
Gpr3,5.24938,3.3721,4.03452,4.28103,3.73636,3.80079,6.97275,4.21867,4.69773
Adam18,3.67456,1.58687,0.76848,1.19219,1.1913,0.9502,1.25292,2.00997,1.14665
Thap2,3.67456,3.3721,2.68968,28.12476,29.89084,26.96184,26.36571,3.24545,27.83579
Setmar,3.41209,5.55405,3.07392,6.93636,6.11896,5.93873,7.40855,4.01336,6.60065
Mrpl33,25.72194,22.41458,21.51742,29.53371,28.80784,27.08061,25.22175,23.21798,27.66098
Bhlha9,0.52494,0.39672,0.57636,0.92123,1.35375,1.48468,1.63424,0.49934,1.34848
Xylb,2.09975,2.77703,2.30544,3.46818,3.57391,3.08814,2.94163,2.39407,3.26796
Rassf1,12.33603,10.71139,7.10843,8.72464,8.06836,8.67055,10.13228,10.05195,8.89896
H2bc13,1.57481,0.79344,1.15272,1.46314,1.67865,1.48468,1.52529,1.17366,1.53794
Nectin4,2.09975,0.9918,1.15272,2.38437,2.54505,3.08814,2.45136,1.41475,2.61723
Trp53inp1,4.72444,4.3639,3.45816,30.88846,35.1434,33.96954,29.30734,4.18216,32.32719
Lrrc46,1.57481,1.38851,0.9606,0.81285,0.4332,0.53449,0.49027,1.30798,0.5677
Tusc2,9.18641,10.31467,11.33507,59.1216,57.23663,68.29541,78.22554,10.27872,65.7198
Bank1,1.31234,1.58687,1.34484,1.57152,1.57035,2.19733,2.61478,1.41469,1.9885
Ppp1r13l,4.1995,4.16554,5.37935,1.40895,1.13715,0.9502,1.85214,4.58147,1.33711
Casp4,0.0,0.79344,0.0,0.05419,0.5415,0.23755,0.27237,0.26448,0.2764
Trim58,0.26247,0.59508,0.0,0.16257,0.2166,0.17816,0.10895,0.28585,0.16657
Rpl27,0.52494,0.39672,1.15272,39.12539,41.58726,37.05768,30.01551,0.69146,36.94646
Crb3,0.52494,0.39672,3.8424,0.21676,0.1083,0.17816,0.05447,1.58802,0.13942
Trim30d,0.52494,0.59508,0.9606,2.00504,0.81225,1.95978,1.74319,0.69354,1.63007
Zfp493,1.57481,0.39672,0.9606,5.0397,4.33201,5.76057,5.39299,0.97738,5.13131
Wdr72,0.52494,0.39672,0.19212,0.0,0.05415,0.05939,0.05447,0.37126,0.042
Zfp959,0.26247,2.97539,1.15272,4.98551,5.95651,5.93873,5.28404,1.46352,5.5412
Ucp3,1.04988,1.19015,1.34484,2.7637,2.3826,2.01917,2.39688,1.19496,2.39059
Capza1,2.09975,1.78523,2.30544,19.83364,24.80074,22.56718,23.42408,2.06347,22.65641
Sis,0.0,0.19836,0.76848,0.48771,0.70395,0.83142,0.54475,0.32228,0.64196
Tbccd1,3.67456,4.56226,3.07392,15.98613,14.72882,14.84683,17.10503,3.77025,15.6667
Sdhaf1,3.93703,3.96718,3.45816,15.93194,14.51222,13.89663,17.21398,3.78746,15.38869
Alkbh4,2.88716,4.76062,3.07392,4.06427,3.84466,5.34486,4.46692,3.5739,4.43018
Pawr,2.36222,2.38031,2.30544,1.08381,1.78695,1.72223,1.68871,2.34932,1.57043
AW146154,1.04988,1.19015,1.15272,5.74417,5.95651,5.22608,6.428,1.13092,5.83869
Ccdc102a,1.57481,1.19015,0.9606,2.00504,1.46205,2.67243,1.63424,1.24186,1.94344
Ccl27a,7.87406,9.91795,10.75871,43.5148,41.26236,39.61134,38.56803,9.51691,40.73913
Cngb1,1.04988,0.19836,0.38424,1.138,0.92055,0.9502,0.76264,0.54416,0.94285
Tcte1,1.57481,1.58687,1.15272,2.27599,1.89525,2.25672,1.74319,1.43813,2.04279
H2-Q1,0.0,0.39672,0.57636,0.97543,1.02885,1.60346,1.14397,0.32436,1.18793
Ttc32,1.31234,1.78523,1.34484,1.78828,2.11185,1.60346,2.39688,1.4808,1.97512
Gm20604,0.26247,1.38851,0.76848,0.0,0.0,0.0,0.0,0.80649,0.0
St6gal1,4.72444,4.76062,3.07392,27.47447,27.83314,29.81243,28.3268,4.18632,28.36171
Nfkbid,0.26247,0.19836,1.15272,1.46314,1.5162,1.00958,1.30739,0.53785,1.32408
Gpr183,1.04988,1.78523,1.72908,2.49275,1.6245,2.55365,2.39688,1.5214,2.26695
Gcnt4,2.88716,3.76882,3.65028,20.32136,18.79008,20.01352,20.48245,3.43542,19.90185
Frzb,20.47256,20.8277,21.90166,22.65154,21.87663,26.96184,29.79761,21.06731,25.32191
Madcam1,0.26247,0.19836,0.19212,0.16257,0.27075,0.41571,0.0,0.21765,0.21226
Slc35g3,0.26247,0.19836,0.19212,0.21676,0.2166,0.05939,0.16342,0.21765,0.16404
Adgrl4,20.47256,21.62114,24.59134,26.28229,29.62009,21.73576,14.43577,22.22835,23.01848
Rps24,6.56172,8.52944,9.02963,150.86575,139.32815,157.19821,185.26816,8.04026,158.16507
Fap,2.36222,1.58687,1.72908,2.16761,2.4909,2.7912,2.61478,1.89272,2.51613
Fibin,3.67456,3.57046,3.07392,5.5816,5.63161,4.51344,5.06614,3.43965,5.1982
Lrrc75a,7.08666,5.55405,5.57147,14.41462,13.37507,15.61886,18.46689,6.07073,15.46886
Zpbp,0.78741,0.19836,0.76848,2.98047,3.30315,2.7912,3.05058,0.58475,3.03135
Calml3,9.18641,10.31467,9.99023,0.0,0.1083,0.0,0.0,9.83044,0.02708
Gprc5c,0.78741,2.18195,2.68968,3.41399,2.76165,3.62263,3.75875,1.88634,3.38925
Sat1,7.87406,4.3639,5.57147,32.73093,33.57305,32.48486,36.60694,5.93648,33.84894
Phospho1,5.51184,7.14093,4.61088,1.02962,0.92055,1.12836,0.98054,5.75455,1.01477
Dusp4,5.24938,7.14093,7.49267,7.15312,6.38971,6.11689,8.82489,6.62766,7.12115
Apoc1,0.52494,0.9918,0.76848,0.21676,0.3249,0.17816,0.54475,0.76174,0.31614
Asb16,0.52494,0.79344,0.57636,1.08381,0.9747,1.00958,0.87159,0.63158,0.98492
Tmem123,6.82419,8.33108,6.72419,25.0901,27.67069,26.07103,28.49022,7.29315,26.83051
Washc3,11.02369,9.12452,9.99023,11.97605,12.67112,14.25295,13.07391,10.04615,12.99351
Crybb3,0.0,0.39672,0.38424,0.37933,0.16245,0.23755,0.2179,0.26032,0.24931
Zfp184,2.88716,1.38851,2.49756,3.68494,3.89881,3.62263,3.81322,2.25774,3.7549
Dkk2,1.31234,1.58687,0.76848,2.49275,2.2743,1.78162,1.79766,1.22257,2.08658
Mitd1,7.34913,7.736,6.91631,4.71455,5.57746,4.45405,5.22956,7.33381,4.99391
Fam166b,1.04988,0.39672,0.0,0.10838,0.2166,0.23755,0.2179,0.4822,0.19511
Slamf1,0.26247,0.19836,0.0,0.43352,0.48735,0.29694,0.49027,0.15361,0.42702
Ly96,1.57481,1.78523,0.76848,0.86704,0.70395,1.06897,0.81712,1.37617,0.86427
Zfp948,7.08666,7.33929,5.18724,18.09956,20.73948,19.1821,20.15561,6.53773,19.54419
Btf3,20.9975,26.38176,26.89677,55.87018,53.55443,51.54819,56.76255,24.75868,54.43384
Timm9,13.91085,13.29006,14.40899,22.21802,21.49758,22.27024,23.09724,13.86996,22.27077
H2ac4,2.36222,4.56226,3.07392,2.54694,2.4909,2.67243,1.47081,3.3328,2.29527
Cyp4f16,1.31234,1.98359,1.15272,2.7637,1.57035,2.7912,2.83268,1.48288,2.48949
Nat8,0.52494,0.39672,0.38424,1.08381,0.7581,1.00958,1.08949,0.4353,0.98525
Vamp7,40.94513,45.22587,38.8082,67.95462,77.59706,73.4621,58.12441,41.65974,69.28455
Pdgfrl,2.09975,1.78523,1.53696,0.81285,0.8664,0.65326,0.98054,1.80731,0.82826
Zfp383,2.88716,4.76062,3.8424,9.32073,10.34266,8.31422,7.46302,3.83006,8.86016
0610009B22Rik,15.48566,18.4474,14.98535,19.61688,19.00668,16.21274,16.66923,16.30613,17.87638
Gper1,0.52494,0.59508,0.76848,3.52237,4.16956,2.90998,3.05058,0.6295,3.41312
H4c8,27.03428,25.78668,27.47313,30.61751,34.7102,30.46569,26.74703,26.7647,30.63511
Mlkl,0.0,0.59508,0.19212,0.27095,0.05415,0.11877,0.2179,0.2624,0.16544
Cdh24,2.62469,2.57867,3.65028,4.71455,4.81936,4.81037,4.35797,2.95121,4.67556
Iqcd,1.04988,0.9918,0.76848,1.138,1.4079,0.59387,0.87159,0.93672,1.00284
Bhlhe40,100.0006,119.21382,109.89254,53.10648,49.60147,53.8049,67.76642,109.70232,56.06982
Rad54l,0.0,0.79344,0.0,0.81285,0.59565,0.9502,0.87159,0.26448,0.80757
Mocos,1.83728,0.19836,0.76848,0.86704,1.083,0.9502,1.03502,0.93471,0.98382
Loxhd1,0.52494,0.39672,0.19212,0.27095,0.16245,0.11877,0.27237,0.37126,0.20614
Trappc6a,3.41209,2.77703,2.11332,3.3598,3.1407,3.02875,4.03112,2.76748,3.39009
Hck,1.31234,1.78523,2.49756,2.33018,2.0577,2.19733,2.45136,1.86504,2.25914
Ang,1.83728,2.18195,0.76848,1.02962,1.35375,1.18775,1.25292,1.5959,1.20601
Scn11a,0.78741,0.79344,0.76848,0.59609,0.5415,0.23755,0.4358,0.78311,0.45274
Trp53rkb,0.52494,0.9918,1.34484,4.06427,3.89881,3.97895,3.4319,0.95386,3.84348
Impg1,1.31234,1.38851,1.9212,0.70447,1.1913,0.83142,0.6537,1.54069,0.84522
Alox5ap,2.36222,4.76062,2.30544,2.49275,3.1407,3.38508,3.70427,3.14276,3.1807
Gcnt1,0.26247,0.79344,0.19212,3.3598,4.54861,3.2663,4.57587,0.41601,3.93764
Mzf1,4.72444,4.16554,5.95571,7.31569,7.63516,7.12648,7.13617,4.94856,7.30338
Tspan8,0.26247,0.79344,1.15272,0.97543,1.083,0.65326,0.59922,0.73621,0.82773
Zfp141,3.93703,3.96718,3.8424,17.34089,19.06083,17.63803,18.08557,3.91554,18.03133
Ikzf5,3.14963,2.77703,2.30544,27.20352,30.10744,26.42735,24.29568,2.74403,27.0085
Iqub,0.78741,1.58687,2.49756,2.2218,2.65335,2.37549,2.12451,1.62395,2.34379
Ush2a,0.26247,0.59508,0.57636,0.5419,0.5415,0.41571,0.59922,0.47797,0.52458
Pir,5.77431,6.14913,7.49267,2.49275,2.86995,2.13794,2.28793,6.47204,2.44715
Ddt,22.83478,30.15058,26.51254,11.54253,14.02487,17.34109,15.74316,26.4993,14.66291
Itprip,1.31234,0.9918,0.57636,0.59609,1.13715,1.36591,1.08949,0.96017,1.04716
Cdk6,1.31234,1.58687,1.34484,9.91682,9.42211,9.85829,8.33462,1.41469,9.38296
Gsto2,0.26247,0.59508,0.38424,0.81285,0.37905,0.41571,0.81712,0.41393,0.60618
Dnajb7,0.26247,0.0,0.19212,0.05419,0.2166,0.0,0.0,0.15153,0.0677
Rps3a1,6.03678,8.7278,5.95571,121.11529,122.92068,115.80526,106.33444,6.90677,116.54392
Wdyhv1,8.92394,10.90975,8.26115,11.92186,9.20551,12.1744,11.00387,9.36495,11.07641
C330018D20Rik,3.93703,5.75241,6.53207,18.58727,21.01023,19.06333,17.05055,5.40717,18.92784
Fli1,3.14963,5.15734,4.03452,6.82798,7.85176,7.0077,5.99221,4.11383,6.91991
Ska1,0.26247,0.19836,0.0,0.21676,0.2166,0.0,0.2179,0.15361,0.16281
Fam124b,0.26247,0.19836,0.0,0.32514,0.3249,0.0,0.27237,0.15361,0.2306
Fzd5,0.26247,2.18195,1.34484,4.60617,4.92766,5.10731,5.50194,1.26309,5.03577
Stk38l,3.93703,2.97539,2.68968,25.63201,26.04619,23.10166,20.42798,3.2007,23.80196
Rps2,4.1995,4.76062,4.03452,124.69185,128.87719,161.59287,195.83623,4.33154,152.74953
Cfap100,1.04988,0.39672,0.9606,1.84247,1.02885,0.89081,1.47081,0.8024,1.30824
Gstcd,2.88716,2.38031,2.8818,5.25646,6.28141,5.99812,5.93773,2.71642,5.86843
Chic1,12.86097,10.71139,9.60599,78.84687,78.30101,83.3204,71.19832,11.05945,77.91665
Lrmp,0.78741,0.39672,0.19212,1.35476,1.13715,1.06897,1.96109,0.45875,1.38049
Rps5,104.98751,102.75001,107.77922,130.5444,120.59222,142.292,166.96469,105.17225,140.09833
5430427O19Rik,0.0,0.19836,0.57636,0.37933,0.37905,0.4751,0.49027,0.25824,0.43094
Clvs2,24.4096,26.38176,20.17258,37.82482,37.0928,33.19751,33.66531,23.65465,35.44511
Rpl21,0.26247,0.19836,0.19212,145.17577,138.02855,151.37825,180.36544,0.21765,153.73701
Tha1,2.36222,2.38031,1.72908,2.87209,2.76165,2.01917,1.74319,2.1572,2.34902
Gramd1c,0.78741,0.79344,0.76848,1.24638,1.46205,1.90039,1.25292,0.78311,1.46543
Rpl26,3.93703,6.34749,5.37935,0.0,0.0,0.0,0.0,5.22129,0.0
Rpusd4,7.34913,5.95077,6.33995,5.14808,4.49446,3.7414,5.28404,6.54662,4.66699
0610012G03Rik,10.23628,12.0999,10.75871,32.83931,36.60545,36.93891,40.58359,11.03163,36.74181
Glb1l2,0.52494,0.39672,0.19212,1.19219,1.4079,1.06897,0.49027,0.37126,1.03983
Rpl13,0.26247,0.19836,0.0,94.45367,107.32546,100.42394,99.79749,0.15361,100.50014
Prcd,0.26247,0.19836,0.0,1.57152,1.67865,1.78162,1.90661,0.15361,1.7346
Plekhg6,0.26247,0.19836,0.0,0.27095,0.27075,0.53449,0.27237,0.15361,0.33714
Ly6c1,7.61159,10.51303,7.68479,17.44927,18.46518,13.24337,11.71204,8.60314,15.21747
Hfe,2.36222,2.18195,1.34484,3.73913,3.41145,4.33527,4.35797,1.963,3.96096
Klf10,50.65647,49.98649,40.53728,38.69186,35.63075,37.65155,57.52519,47.06008,42.37484
Gsx2,1.04988,0.59508,0.19212,0.32514,0.3249,0.17816,0.32685,0.61236,0.28876
Wsb1,12.33603,8.33108,10.18235,38.80024,39.58371,33.25689,25.71202,10.28315,34.33822
Mc3r,0.26247,0.59508,0.38424,0.70447,0.37905,1.00958,0.54475,0.41393,0.65946
Prps1l3,9.71134,11.90155,8.26115,20.48393,22.03908,20.72617,19.33849,9.95801,20.64692
Ttc8,10.76122,14.0835,14.02475,16.69061,17.86953,17.34109,18.35794,12.95649,17.56479
Slc25a45,0.52494,0.9918,0.57636,2.54694,2.43675,2.61304,3.10505,0.6977,2.67545
Coq10b,30.97132,28.16699,33.04461,30.99684,33.194,36.10748,33.01162,30.72764,33.32749
Lpo,0.78741,0.79344,0.57636,0.92123,1.24545,1.18775,1.03502,0.71907,1.09736
Fbxo33,38.05797,35.10956,36.31065,63.5652,68.60815,66.39501,64.55242,36.49273,65.7802
Spag17,0.78741,0.39672,0.38424,0.59609,0.37905,0.59387,0.49027,0.52279,0.51482
Phf21b,0.78741,3.57046,2.30544,7.91178,8.44741,7.42341,8.71594,2.2211,8.12464
Ror1,1.04988,1.98359,0.76848,3.3598,2.32845,2.37549,2.9961,1.26732,2.76496
Heyl,1.83728,3.57046,3.07392,5.47322,5.52331,5.81996,5.61089,2.82722,5.60684
Olfr78,0.52494,0.19836,0.38424,0.97543,0.48735,0.71265,0.76264,0.36918,0.73452
Dus4l,2.88716,3.76882,2.68968,2.98047,3.3573,4.03834,4.0856,3.11522,3.61543
Adamts1,17.84788,15.07529,15.36959,15.0649,15.75767,12.88705,12.47469,16.09758,14.04608
Trip13,0.78741,0.9918,0.19212,0.65028,0.59565,0.89081,0.81712,0.65711,0.73847
Aida,2.36222,1.38851,1.34484,34.19407,34.277,38.30482,40.20226,1.69852,36.74454
Gm21814,1.04988,0.79344,1.34484,2.54694,1.78695,1.60346,1.14397,1.06272,1.77033
Atp10a,1.83728,2.38031,1.53696,8.9414,8.12251,7.54219,6.21011,1.91818,7.70405
Cfap221,0.0,0.59508,0.19212,0.32514,0.48735,0.23755,0.16342,0.2624,0.30337
Ube2t,2.09975,1.98359,2.11332,1.19219,0.92055,1.12836,1.36187,2.06555,1.15074
Lgr6,2.36222,2.97539,3.45816,2.70951,3.0324,3.02875,3.92217,2.93192,3.17321
Tlr6,0.0,0.19836,0.57636,0.75866,0.6498,0.4751,1.03502,0.25824,0.72965
Glt8d2,12.07356,9.91795,8.64539,8.50787,8.23081,12.82766,12.25679,10.2123,10.45578
F11r,13.38591,7.736,11.71931,6.99055,6.06481,6.77015,4.79377,10.94707,6.15482
Rnf17,0.52494,0.9918,0.19212,1.02962,0.48735,0.65326,0.98054,0.56962,0.78769
Dmrt1,0.26247,0.19836,0.0,0.0,0.0,0.0,0.0,0.15361,0.0
Cldn22,0.26247,0.19836,0.0,0.37933,0.4332,0.23755,0.32685,0.15361,0.34423
Rnase6,0.26247,0.19836,0.0,0.48771,0.48735,0.83142,0.76264,0.15361,0.64228
Gsta3,0.26247,0.19836,0.0,0.86704,0.5415,0.4751,0.76264,0.15361,0.66157
Cxcr3,0.26247,0.19836,0.0,0.05419,0.1083,0.0,0.0,0.15361,0.04062
Stmnd1,0.26247,0.19836,0.0,0.10838,0.16245,0.11877,0.10895,0.15361,0.12464
Cfap70,0.0,1.19015,0.0,0.65028,0.5415,0.35632,0.6537,0.39672,0.55045
Stmn1,2.62469,2.97539,4.61088,155.03841,142.68546,164.02775,173.28374,3.40365,158.75884
Mfng,0.78741,0.39672,0.19212,2.43856,2.32845,1.95978,1.96109,0.45875,2.17197
Bloc1s4,4.46197,7.14093,6.14783,10.94644,14.02487,12.82766,11.22177,5.91691,12.25518
Inka1,1.83728,1.98359,1.53696,1.35476,1.35375,1.00958,1.63424,1.78594,1.33808
Pdss1,3.14963,3.96718,4.22664,6.93636,8.23081,7.36403,5.33851,3.78115,6.96743
Ropn1l,1.04988,0.79344,1.53696,0.37933,0.81225,0.35632,0.59922,1.12676,0.53678
Tent5a,3.14963,5.95077,4.41876,8.02016,9.25966,8.25484,9.75096,4.50638,8.8214
Ms4a6d,0.52494,0.79344,1.15272,0.86704,1.24545,1.06897,1.08949,0.8237,1.06774
